ID_num	ID	Plot	Subplot	Depth	Zone	Sampling_date	Dominant_plant_species_1	Subdominant_plant_species_1	Sampling_notes	Plate	Date	EEA_g	EEA_buffer	Inc_start	Inc_end	Assay_notes
163	130(G5)0-5	130	(G5)	0-5	PZ	14.09.2022	Puccinellia maritima	Spartina anglica, Salicornia europaea		Plate_032-1	27.07.2023	2	22.01	12:50	15:55	
164	130(G5)5-10	130	(G5)	05. Okt	PZ	14.09.2022	Puccinellia maritima	Spartina anglica, Salicornia europaea		Plate_032-2	27.07.2023	2.01	22.05	12:50	15:55	
165	130(G5)20-30	130	(G5)	20-30	PZ	14.09.2022	Puccinellia maritima	Spartina anglica, Salicornia europaea		Plate_032-3	27.07.2023	2.01	22.01	12:50	15:55	
166	130(G5)40-50	130	(G5)	40-50	PZ	14.09.2022	Puccinellia maritima	Spartina anglica, Salicornia europaea		Plate_032-4	27.07.2023	2	22.02	12:50	15:55	
167	130(G5)60-80	130	(G5)	60-80	PZ	14.09.2022	Puccinellia maritima	Spartina anglica, Salicornia europaea		Plate_032-5	27.07.2023	2	22.07	12:50	15:55	
168	130(G5)80-100	130	(G5)	80-100	PZ	14.09.2022	Puccinellia maritima	Spartina anglica, Salicornia europaea		Plate_032-6	27.07.2023	2	22.01	12:50	15:55	
169	131(A2)0-5	131	(A2)	0-5	PZ	14.09.2022		Spartina anglica, Salicornia europaea, Puccinellia maritima	close to the top pin	Plate_056-1	03.08.2023	2.05	22.04	13:50	10:45	
170	131(A2)5-10	131	(A2)	05. Okt	PZ	14.09.2022		Spartina anglica, Salicornia europaea, Puccinellia maritima	close to the top pin	Plate_056-2	03.08.2023	2	22.07	13:50	10:45	
171	131(A2)20-30	131	(A2)	20-30	PZ	14.09.2022		Spartina anglica, Salicornia europaea, Puccinellia maritima	close to the top pin	Plate_056-3	03.08.2023	2.03	22.18	13:50	10:45	
172	131(A2)40-50	131	(A2)	40-50	PZ	14.09.2022		Spartina anglica, Salicornia europaea, Puccinellia maritima	close to the top pin	Plate_056-4	03.08.2023	2.04	22.07	13:50	10:45	
173	131(A2)60-80	131	(A2)	60-80	PZ	14.09.2022		Spartina anglica, Salicornia europaea, Puccinellia maritima	close to the top pin	Plate_056-5	03.08.2023	2.03	22.04	13:50	10:45	
174	131(A2)80-100	131	(A2)	80-100	PZ	14.09.2022		Spartina anglica, Salicornia europaea, Puccinellia maritima	close to the top pin	Plate_056-6	03.08.2023	2.03	22.02	13:50	10:45	
175	131(A6)0-5	131	(A6)	0-5	PZ	14.09.2022	Spartina anglica	Salicornia europaea, Puccinellia maritima		Plate_028-1	13.07.2023	2.03	22.05	11:05	10:25	
176	131(A6)5-10	131	(A6)	05. Okt	PZ	14.09.2022	Spartina anglica	Salicornia europaea, Puccinellia maritima		Plate_028-2	13.07.2023	2.03	22	11:05	10:25	
177	131(A6)20-30	131	(A6)	20-30	PZ	14.09.2022	Spartina anglica	Salicornia europaea, Puccinellia maritima		Plate_028-3	13.07.2023	2.04	22.21	11:05	10:25	
178	131(A6)40-50	131	(A6)	40-50	PZ	14.09.2022	Spartina anglica	Salicornia europaea, Puccinellia maritima		Plate_028-4	13.07.2023	2	22.01	11:05	10:25	
179	131(A6)60-80	131	(A6)	60-80	PZ	14.09.2022	Spartina anglica	Salicornia europaea, Puccinellia maritima		Plate_028-5	13.07.2023	2.02	22.06	11:05	10:25	
180	131(A6)80-100	131	(A6)	80-100	PZ	14.09.2022	Spartina anglica	Salicornia europaea, Puccinellia maritima		Plate_028-6	13.07.2023	2.02	22.06	11:05	10:25	
181	131(C2)0-5	131	(C2)	0-5	PZ	14.09.2022		Spartina anglica, Salicornia europaea		Plate_055-1	03.08.2023	2.03	22.05	11:45	10:35	
182	131(C2)5-10	131	(C2)	05. Okt	PZ	14.09.2022		Spartina anglica, Salicornia europaea		Plate_055-2	03.08.2023	2.02	22.11	11:45	10:35	
183	131(C2)20-30	131	(C2)	20-30	PZ	14.09.2022		Spartina anglica, Salicornia europaea		Plate_055-3	03.08.2023	2.04	22	11:45	10:35	
184	131(C2)40-50	131	(C2)	40-50	PZ	14.09.2022		Spartina anglica, Salicornia europaea		Plate_055-4	03.08.2023	2.05	22.1	11:45	10:35	
185	131(C2)60-80	131	(C2)	60-80	PZ	14.09.2022		Spartina anglica, Salicornia europaea		Plate_055-5	03.08.2023	2.05	22.12	11:45	10:35	
186	131(C2)80-100	131	(C2)	80-100	PZ	14.09.2022		Spartina anglica, Salicornia europaea		Plate_055-6	03.08.2023	2.02	22.07	11:45	10:35	
187	131(G5)0-5	131	(G5)	0-5	PZ	14.09.2022	Puccinellia maritima	Spartina anglica		Plate_053-1	03.08.2023	2.02	22.03	11:15	10:40	
188	131(G5)5-10	131	(G5)	05. Okt	PZ	14.09.2022	Puccinellia maritima	Spartina anglica		Plate_053-2	03.08.2023	2	22.03	11:15	10:40	
189	131(G5)20-30	131	(G5)	20-30	PZ	14.09.2022	Puccinellia maritima	Spartina anglica		Plate_053-3	03.08.2023	2	22.06	11:15	10:40	
190	131(G5)40-50	131	(G5)	40-50	PZ	14.09.2022	Puccinellia maritima	Spartina anglica		Plate_053-4	03.08.2023	2.01	22.02	11:15	10:40	
191	131(G5)60-80	131	(G5)	60-80	PZ	14.09.2022	Puccinellia maritima	Spartina anglica		Plate_053-5	03.08.2023	2	22.01	11:15	10:40	
192	131(G5)80-100	131	(G5)	80-100	PZ	14.09.2022	Puccinellia maritima	Spartina anglica		Plate_053-6	03.08.2023	2	22.06	11:15	10:40	
193	132(A2)0-5	132	(A2)	0-5	PZ	14.09.2022	Spartina anglica	Salicornia europaea		Plate_082-1	28.11.2023	2.05	22.01	18:00	14:35	
194	132(A2)5-10	132	(A2)	05. Okt	PZ	14.09.2022	Spartina anglica	Salicornia europaea		Plate_082-2	28.11.2023	2.04	22.03	18:00	14:35	
195	132(A2)20-30	132	(A2)	20-30	PZ	14.09.2022	Spartina anglica	Salicornia europaea		Plate_082-3	28.11.2023	2.05	22.03	18:00	14:35	
196	132(A2)40-50	132	(A2)	40-50	PZ	14.09.2022	Spartina anglica	Salicornia europaea		Plate_082-4	28.11.2023	2.04	22.02	18:00	14:35	
197	132(A2)60-80	132	(A2)	60-80	PZ	14.09.2022	Spartina anglica	Salicornia europaea		Plate_082-5	28.11.2023	2.01	22	18:00	14:35	
198	132(A2)80-100	132	(A2)	80-100	PZ	14.09.2022	Spartina anglica	Salicornia europaea		Plate_082-6	28.11.2023	2.01	22.07	18:00	14:35	
199	132(A6)0-5	132	(A6)	0-5	PZ	14.09.2022	Spartina anglica	Salicornia europaea	close to left pin	Plate_021-1	05.07.2023	2	22.02	13:45	10:20	
200	132(A6)5-10	132	(A6)	05. Okt	PZ	14.09.2022	Spartina anglica	Salicornia europaea	close to left pin	Plate_021-2	05.07.2023	2.02	22.02	13:45	10:20	
201	132(A6)20-30	132	(A6)	20-30	PZ	14.09.2022	Spartina anglica	Salicornia europaea	close to left pin	Plate_021-3	05.07.2023	2.02	22.02	13:45	10:20	
202	132(A6)40-50	132	(A6)	40-50	PZ	14.09.2022	Spartina anglica	Salicornia europaea	close to left pin	Plate_021-4	05.07.2023	2.02	22.02	13:45	10:20	
203	132(A6)60-80	132	(A6)	60-80	PZ	14.09.2022	Spartina anglica	Salicornia europaea	close to left pin	Plate_021-5	05.07.2023	2.02	22.03	13:45	10:20	
204	132(A6)80-100	132	(A6)	80-100	PZ	14.09.2022	Spartina anglica	Salicornia europaea	close to left pin	Plate_021-6	05.07.2023	2	22.03	13:45	10:20	
205	132(C2)0-5	132	(C2)	0-5	PZ	14.09.2022	Spartina anglica	Salicornia europaea		Plate_018-1	05.07.2023	2.03	22.01	11:30	10:10	
206	132(C2)5-10	132	(C2)	05. Okt	PZ	14.09.2022	Spartina anglica	Salicornia europaea		Plate_018-2	05.07.2023	2.01	22.06	11:30	10:10	
207	132(C2)20-30	132	(C2)	20-30	PZ	14.09.2022	Spartina anglica	Salicornia europaea		Plate_018-3	05.07.2023	2.03	22.02	11:30	10:10	
208	132(C2)40-50	132	(C2)	40-50	PZ	14.09.2022	Spartina anglica	Salicornia europaea		Plate_018-4	05.07.2023	2.01	22.04	11:30	10:10	
209	132(C2)60-80	132	(C2)	60-80	PZ	14.09.2022	Spartina anglica	Salicornia europaea		Plate_018-5	05.07.2023	2	22	11:30	10:10	
210	132(C2)80-100	132	(C2)	80-100	PZ	14.09.2022	Spartina anglica	Salicornia europaea		Plate_018-6	05.07.2023	2	22.02	11:30	10:10	
211	132(G5)0-5	132	(G5)	0-5	PZ	14.09.2022	Spartina anglica	Salicornia europaea		Plate_011-1	29.06.2023	2.01	22.01	14:00	10:50	
212	132(G5)5-10	132	(G5)	05. Okt	PZ	14.09.2022	Spartina anglica	Salicornia europaea		Plate_011-2	29.06.2023	2.02	22.02	14:00	10:50	
213	132(G5)20-30	132	(G5)	20-30	PZ	14.09.2022	Spartina anglica	Salicornia europaea		Plate_011-3	29.06.2023	2.01	22	14:00	10:50	
214	132(G5)40-50	132	(G5)	40-50	PZ	14.09.2022	Spartina anglica	Salicornia europaea		Plate_011-4	29.06.2023	2.02	22.01	14:00	10:50	
215	132(G5)60-80	132	(G5)	60-80	PZ	14.09.2022	Spartina anglica	Salicornia europaea		Plate_011-5	29.06.2023	2.02	22.02	14:00	10:50	
216	132(G5)80-100	132	(G5)	80-100	PZ	14.09.2022	Spartina anglica	Salicornia europaea		Plate_011-6	29.06.2023	2.02	22	14:00	10:50	
217	240(A2)0-5	240	(A2)	0-5	LM	15.09.2022	Atriplex portulacoides			Plate_095-1	17.01.2024	2.04	21.98	11:30		
218	240(A2)5-10	240	(A2)	05. Okt	LM	15.09.2022	Atriplex portulacoides			Plate_095-2	17.01.2024	2.01	22.07	11:30		
219	240(A2)20-30	240	(A2)	20-30	LM	15.09.2022	Atriplex portulacoides			Plate_095-3	17.01.2024	2.03	22.03	11:30		
220	240(A2)40-50	240	(A2)	40-50	LM	15.09.2022	Atriplex portulacoides			Plate_095-4	17.01.2024	2.01	22.01	11:30		
221	240(A2)60-80	240	(A2)	60-80	LM	15.09.2022	Atriplex portulacoides			Plate_095-5	17.01.2024	2.02	22	11:30		
222	240(A2)80-100	240	(A2)	80-100	LM	15.09.2022	Atriplex portulacoides			Plate_095-6	17.01.2024	2	22.06	11:30		
223	240(A6)0-5	240	(A6)	0-5	LM	15.09.2022	Atriplex portulacoides			Plate_098-1	17.01.2024	2.02	22	13:40		
224	240(A6)5-10	240	(A6)	05. Okt	LM	15.09.2022	Atriplex portulacoides			Plate_098-2	17.01.2024	2	22.03	13:40		
225	240(A6)20-30	240	(A6)	20-30	LM	15.09.2022	Atriplex portulacoides			Plate_098-3	17.01.2024	2.03	22.04	13:40		
226	240(A6)40-50	240	(A6)	40-50	LM	15.09.2022	Atriplex portulacoides			Plate_098-4	17.01.2024	2.02	22.09	13:40		
227	240(A6)60-80	240	(A6)	60-80	LM	15.09.2022	Atriplex portulacoides			Plate_098-5	17.01.2024	2.02	22.22	13:40		
228	240(A6)80-100	240	(A6)	80-100	LM	15.09.2022	Atriplex portulacoides			Plate_098-6	17.01.2024	2.05	22.56	13:40		
229	240(C2)0-5	240	(C2)	0-5	LM	15.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_061-1	24.10.2023	2.01	22.06	15:15	13:20	
230	240(C2)5-10	240	(C2)	05. Okt	LM	15.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_061-2	24.10.2023	2.01	22.06	15:15	13:20	
231	240(C2)20-30	240	(C2)	20-30	LM	15.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_061-3	24.10.2023	2.02	22.04	15:15	13:20	
232	240(C2)40-50	240	(C2)	40-50	LM	15.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_061-4	24.10.2023	2	22.02	15:15	13:20	
233	240(C2)60-80	240	(C2)	60-80	LM	15.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_061-5	24.10.2023	2.03	22.05	15:15	13:20	
234	240(C2)80-100	240	(C2)	80-100	LM	15.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_061-6	24.10.2023	2.01	22.04	15:15	13:20	
235	240(G5)0-5	240	(G5)	0-5	LM	15.09.2022		Spartina anglica, Festuca rubra, Artemisia maritima		Plate_041-1	01.08.2023	2.04	22	16:00	16:10	
236	240(G5)5-10	240	(G5)	05. Okt	LM	15.09.2022		Spartina anglica, Festuca rubra, Artemisia maritima		Plate_041-2	01.08.2023	2.02	22.07	16:00	16:10	
237	240(G5)20-30	240	(G5)	20-30	LM	15.09.2022		Spartina anglica, Festuca rubra, Artemisia maritima		Plate_041-3	01.08.2023	2.04	22.02	16:00	16:10	
238	240(G5)40-50	240	(G5)	40-50	LM	15.09.2022		Spartina anglica, Festuca rubra, Artemisia maritima		Plate_041-4	01.08.2023	2.05	22.11	16:00	16:10	
239	240(G5)60-80	240	(G5)	60-80	LM	15.09.2022		Spartina anglica, Festuca rubra, Artemisia maritima		Plate_041-5	01.08.2023	2.03	22.04	16:00	16:10	
240	240(G5)80-100	240	(G5)	80-100	LM	15.09.2022		Spartina anglica, Festuca rubra, Artemisia maritima		Plate_041-6	01.08.2023	2.06	22.04	16:00	16:10	
241	241(A2)0-5	241	(A2)	0-5	LM	15.09.2022		Atriplex portulacoides, Spartina anglica		Plate_074-1	27.11.2023	2.03	22.04	14:50	12:45	
242	241(A2)5-10	241	(A2)	05. Okt	LM	15.09.2022		Atriplex portulacoides, Spartina anglica		Plate_074-2	27.11.2023	2.03	22.04	14:50	12:45	
243	241(A2)20-30	241	(A2)	20-30	LM	15.09.2022		Atriplex portulacoides, Spartina anglica		Plate_074-3	27.11.2023	2.05	22.04	14:50	12:45	
244	241(A2)40-50	241	(A2)	40-50	LM	15.09.2022		Atriplex portulacoides, Spartina anglica		Plate_074-4	27.11.2023	2.05	22.04	14:50	12:45	
245	241(A2)60-80	241	(A2)	60-80	LM	15.09.2022		Atriplex portulacoides, Spartina anglica		Plate_074-5	27.11.2023	2.03	22.03	14:50	12:45	
246	241(A2)80-100	241	(A2)	80-100	LM	15.09.2022		Atriplex portulacoides, Spartina anglica		Plate_074-6	27.11.2023	2.03	22.06	14:50	12:45	
247	241(A6)0-5	241	(A6)	0-5	LM	15.09.2022		Atriplex portulacoides, Spartina anglica	bare ground	Plate_092-1	05.12.2023	2.03	22.08	19:20	16:50	
248	241(A6)5-10	241	(A6)	05. Okt	LM	15.09.2022		Atriplex portulacoides, Spartina anglica	bare ground	Plate_092-2	05.12.2023	2.01	22.02	19:20	16:50	
249	241(A6)20-30	241	(A6)	20-30	LM	15.09.2022		Atriplex portulacoides, Spartina anglica	bare ground	Plate_092-3	05.12.2023	2.04	22.11	19:20	16:50	
250	241(A6)40-50	241	(A6)	40-50	LM	15.09.2022		Atriplex portulacoides, Spartina anglica	bare ground	Plate_092-4	05.12.2023	2.01	22.22	19:20	16:50	
251	241(A6)60-80	241	(A6)	60-80	LM	15.09.2022		Atriplex portulacoides, Spartina anglica	bare ground	Plate_092-5	05.12.2023	2.03	22.02	19:20	16:50	
252	241(A6)80-100	241	(A6)	80-100	LM	15.09.2022		Atriplex portulacoides, Spartina anglica	bare ground	Plate_092-6	05.12.2023	2.01	22	19:20	16:50	
253	241(C2)0-5	241	(C2)	0-5	LM	15.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_065-1	25.10.2023	2.04	22.28	14:15	14:05	
254	241(C2)5-10	241	(C2)	05. Okt	LM	15.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_065-2	25.10.2023	2.01	22.1	14:15	14:05	
255	241(C2)20-30	241	(C2)	20-30	LM	15.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_065-3	25.10.2023	2.03	22.03	14:15	14:05	
256	241(C2)40-50	241	(C2)	40-50	LM	15.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_065-4	25.10.2023	2.05	22.04	14:15	14:05	
257	241(C2)60-80	241	(C2)	60-80	LM	15.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_065-5	25.10.2023	2.05	22.17	14:15	14:05	
258	241(C2)80-100	241	(C2)	80-100	LM	15.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_065-6	25.10.2023	2.02	22.25	14:15	14:05	
259	241(G5)0-5	241	(G5)	0-5	LM	15.09.2022	Atriplex portulacoides			Plate_068-1	26.10.2023	2	22.04	11:10	12:10	
260	241(G5)5-10	241	(G5)	05. Okt	LM	15.09.2022	Atriplex portulacoides			Plate_068-2	26.10.2023	2.02	22.05	11:10	12:10	
261	241(G5)20-30	241	(G5)	20-30	LM	15.09.2022	Atriplex portulacoides			Plate_068-3	26.10.2023	2.01	22.16	11:10	12:10	
262	241(G5)40-50	241	(G5)	40-50	LM	15.09.2022	Atriplex portulacoides			Plate_068-4	26.10.2023	2.01	22.04	11:10	12:10	
263	241(G5)60-80	241	(G5)	60-80	LM	15.09.2022	Atriplex portulacoides			Plate_068-5	26.10.2023	2.05	22.03	11:10	12:10	
264	241(G5)80-100	241	(G5)	80-100	LM	15.09.2022	Atriplex portulacoides			Plate_068-6	26.10.2023	2.02	22.05	11:10	12:10	
265	242(A2)0-5	242	(A2)	0-5	LM	14.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_094-1	05.12.2023	2.03	22	20:00	16:55	
266	242(A2)5-10	242	(A2)	05. Okt	LM	14.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_094-2	05.12.2023	2.03	22.04	20:00	16:55	
267	242(A2)20-30	242	(A2)	20-30	LM	14.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_094-3	05.12.2023	2.02	22.02	20:00	16:55	
268	242(A2)40-50	242	(A2)	40-50	LM	14.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_094-4	05.12.2023	2	22	20:00	16:55	
269	242(A2)60-80	242	(A2)	60-80	LM	14.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_094-5	05.12.2023	2.02	22.04	20:00	16:55	
270	242(A2)80-100	242	(A2)	80-100	LM	14.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_094-6	05.12.2023	2.04	22.45	20:00	16:55	
271	242(A6)0-5	242	(A6)	0-5	LM	14.09.2022		Atriplex portulacoides, Limonium vulgare, Artemisia maritima		Plate_089-1	30.10.2023	2.02	22.02	18:55	14:40	
272	242(A6)5-10	242	(A6)	05. Okt	LM	14.09.2022		Atriplex portulacoides, Limonium vulgare, Artemisia maritima		Plate_089-2	30.10.2023	2.02	22.02	18:55	14:40	
273	242(A6)20-30	242	(A6)	20-30	LM	14.09.2022		Atriplex portulacoides, Limonium vulgare, Artemisia maritima		Plate_089-3	30.10.2023	2.02	22.04	18:55	14:40	
274	242(A6)40-50	242	(A6)	40-50	LM	14.09.2022		Atriplex portulacoides, Limonium vulgare, Artemisia maritima		Plate_089-4	30.10.2023	2.03	22.07	18:55	14:40	
275	242(A6)60-80	242	(A6)	60-80	LM	14.09.2022		Atriplex portulacoides, Limonium vulgare, Artemisia maritima		Plate_089-5	30.10.2023	2.05	22.4	18:55	14:40	
276	242(A6)80-100	242	(A6)	80-100	LM	14.09.2022		Atriplex portulacoides, Limonium vulgare, Artemisia maritima		Plate_089-6	30.10.2023	2.03	22.06	18:55	14:40	
277	242(C2)0-5	242	(C2)	0-5	LM	14.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_097-1	17.01.2024	2.01	22.02	13:15		
278	242(C2)5-10	242	(C2)	05. Okt	LM	14.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_097-2	17.01.2024	2.04	21.98	13:15		
279	242(C2)20-30	242	(C2)	20-30	LM	14.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_097-3	17.01.2024	2.03	21.29	13:15		
280	242(C2)40-50	242	(C2)	40-50	LM	14.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_097-4	17.01.2024	1.99	22	13:15		
281	242(C2)60-80	242	(C2)	60-80	LM	14.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_097-5	17.01.2024	2	22.04	13:15		
282	242(C2)80-100	242	(C2)	80-100	LM	14.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_097-6	17.01.2024	2	22.02	13:15		
283	242(G5)0-5	242	(G5)	0-5	LM	14.09.2022	Atriplex portulacoides	Spartina anglica	alt-position G5 -> G3	Plate_091-1	05.12.2023	1.99	22.02	19:00	16:45	
284	242(G5)5-10	242	(G5)	05. Okt	LM	14.09.2022	Atriplex portulacoides	Spartina anglica	alt-position G5 -> G3	Plate_091-2	05.12.2023	2.01	22.03	19:00	16:45	
285	242(G5)20-30	242	(G5)	20-30	LM	14.09.2022	Atriplex portulacoides	Spartina anglica	alt-position G5 -> G3	Plate_091-3	05.12.2023	2.01	22.05	19:00	16:45	
286	242(G5)40-50	242	(G5)	40-50	LM	14.09.2022	Atriplex portulacoides	Spartina anglica	alt-position G5 -> G3			1.99	22.01	Probe fehlt		
287	242(G5)60-80	242	(G5)	60-80	LM	14.09.2022	Atriplex portulacoides	Spartina anglica	alt-position G5 -> G3	Plate_091-5	05.12.2023	2.06	22.06	19:00	16:45	
288	242(G5)80-100	242	(G5)	80-100	LM	14.09.2022	Atriplex portulacoides	Spartina anglica	alt-position G5 -> G3	Plate_091-6	05.12.2023	1.99	22.09	19:00	16:45	
289	250(A2)0-5	250	(A2)	0-5	LM	13.09.2022	Festuca rubra			Plate_030-1	13.07.2023	2	22.01	11:45	10:30	
290	250(A2)5-10	250	(A2)	05. Okt	LM	13.09.2022	Festuca rubra			Plate_030-2	13.07.2023	2.01	22.03	11:45	10:30	
291	250(A2)20-30	250	(A2)	20-30	LM	13.09.2022	Festuca rubra			Plate_030-3	13.07.2023	2	22.01	11:45	10:30	
292	250(A2)40-50	250	(A2)	40-50	LM	13.09.2022	Festuca rubra			Plate_030-4	13.07.2023	2.03	22.01	11:45	10:30	
293	250(A2)60-80	250	(A2)	60-80	LM	13.09.2022	Festuca rubra			Plate_030-5	13.07.2023	2.02	22.04	11:45	10:30	
294	250(A2)80-100	250	(A2)	80-100	LM	13.09.2022	Festuca rubra			Plate_030-6	13.07.2023	2.01	22.01	11:45	10:30	
295	250(A6)0-5	250	(A6)	0-5	LM	13.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_086-1	29.11.2023	2.04	22.07	19:00	14:50	
296	250(A6)5-10	250	(A6)	05. Okt	LM	13.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_086-2	29.11.2023	2.04	22.03	19:00	14:50	
297	250(A6)20-30	250	(A6)	20-30	LM	13.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_086-3	29.11.2023	2.01	22.02	19:00	14:50	
298	250(A6)40-50	250	(A6)	40-50	LM	13.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_086-4	29.11.2023	2.04	22.04	19:00	14:50	
299	250(A6)60-80	250	(A6)	60-80	LM	13.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_086-5	29.11.2023	2.03	22.02	19:00	14:50	
300	250(A6)80-100	250	(A6)	80-100	LM	13.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_086-6	29.11.2023	2.01	22.09	19:00	14:50	
301	250(C2)0-5	250	(C2)	0-5	LM	13.09.2022	Atriplex portulacoides			Plate_026-1	11.07.2023	2.01	22.01	13:50	10:30	
302	250(C2)5-10	250	(C2)	05. Okt	LM	13.09.2022	Atriplex portulacoides			Plate_026-2	11.07.2023	2.03	22.01	13:50	10:30	
303	250(C2)20-30	250	(C2)	20-30	LM	13.09.2022	Atriplex portulacoides			Plate_026-3	11.07.2023	2.01	22.01	13:50	10:30	
304	250(C2)40-50	250	(C2)	40-50	LM	13.09.2022	Atriplex portulacoides			Plate_026-4	11.07.2023	2.02	22.03	13:50	10:30	
305	250(C2)60-80	250	(C2)	60-80	LM	13.09.2022	Atriplex portulacoides			Plate_026-5	11.07.2023	2	22.06	13:50	10:30	
306	250(C2)80-100	250	(C2)	80-100	LM	13.09.2022	Atriplex portulacoides			Plate_026-6	11.07.2023	2	22	13:50	10:30	
307	250(G5)0-5	250	(G5)	0-5	LM	13.09.2022	Limonium vulgare			Plate_083-1	29.11.2023	2.04	22.05	17:50	14:40	
308	250(G5)5-10	250	(G5)	05. Okt	LM	13.09.2022	Limonium vulgare			Plate_083-2	29.11.2023	2.02	22	17:50	14:40	
309	250(G5)20-30	250	(G5)	20-30	LM	13.09.2022	Limonium vulgare			Plate_083-3	29.11.2023	2.01	22.04	17:50	14:40	
310	250(G5)40-50	250	(G5)	40-50	LM	13.09.2022	Limonium vulgare			Plate_083-4	29.11.2023	2.03	22.02	17:50	14:40	
311	250(G5)60-80	250	(G5)	60-80	LM	13.09.2022	Limonium vulgare			Plate_083-5	29.11.2023	2.02	22.06	17:50	14:40	
312	250(G5)80-100	250	(G5)	80-100	LM	13.09.2022	Limonium vulgare			Plate_083-6	29.11.2023	2.01	22	17:50	14:40	
313	251(A2)0-5	251	(A2)	0-5	LM	13.09.2022	Limonium vulgare	Atriplex portulacoides		Plate_088-1	30.11.2023	2.04	22.15	18:35	14:35	
314	251(A2)5-10	251	(A2)	05. Okt	LM	13.09.2022	Limonium vulgare	Atriplex portulacoides		Plate_088-2	30.11.2023	2.04	22.07	18:35	14:35	
315	251(A2)20-30	251	(A2)	20-30	LM	13.09.2022	Limonium vulgare	Atriplex portulacoides		Plate_088-3	30.11.2023	2.05	22.03	18:35	14:35	
316	251(A2)40-50	251	(A2)	40-50	LM	13.09.2022	Limonium vulgare	Atriplex portulacoides		Plate_088-4	30.11.2023	2.05	22.15	18:35	14:35	
317	251(A2)60-80	251	(A2)	60-80	LM	13.09.2022	Limonium vulgare	Atriplex portulacoides		Plate_088-5	30.11.2023	2.03	22.24	18:35	14:35	
318	251(A2)80-100	251	(A2)	80-100	LM	13.09.2022	Limonium vulgare	Atriplex portulacoides		Plate_088-6	30.11.2023	2.04	22.04	18:35	14:35	
319	251(A6)0-5	251	(A6)	0-5	LM	13.09.2022	Atriplex portulacoides		waterlogged	Plate_085-1	29.11.2023	2.05	22.34	18:30	14:50	
320	251(A6)5-10	251	(A6)	05. Okt	LM	13.09.2022	Atriplex portulacoides		waterlogged	Plate_085-2	29.11.2023	2.02	22.05	18:30	14:50	
321	251(A6)20-30	251	(A6)	20-30	LM	13.09.2022	Atriplex portulacoides		waterlogged	Plate_085-3	29.11.2023	2.03	22.02	18:30	14:50	
322	251(A6)40-50	251	(A6)	40-50	LM	13.09.2022	Atriplex portulacoides		waterlogged	Plate_085-4	29.11.2023	2	21.98	18:30	14:50	
323	251(A6)60-80	251	(A6)	60-80	LM	13.09.2022	Atriplex portulacoides		waterlogged	Plate_085-5	29.11.2023	2.03	22.09	18:30	14:50	
324	251(A6)80-100	251	(A6)	80-100	LM	13.09.2022	Atriplex portulacoides		waterlogged	Plate_085-6	29.11.2023	2.02	22.03	18:30	14:50	
325	251(C2)0-5	251	(C2)	0-5	LM	13.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_104-1		2.05	22.04			
326	251(C2)5-10	251	(C2)	05. Okt	LM	13.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_104-2		2.02	22.11			
327	251(C2)20-30	251	(C2)	20-30	LM	13.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_104-3		2.04	22.08			
328	251(C2)40-50	251	(C2)	40-50	LM	13.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_104-4		2.04	22.07			
329	251(C2)60-80	251	(C2)	60-80	LM	13.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_104-5		2.01	22.02			
330	251(C2)80-100	251	(C2)	80-100	LM	13.09.2022		Atriplex portulacoides, Limonium vulgare		Plate_104-6		2.04	22.18			
