"UID","Plate.x","Depth.x","ID.y","Subplot","Depth.y","Zone","Sampling_date","Dominant_plant_species_1","Subdominant_plant_species_1","Plate.y","Date","Inc_start","Inc_end","Crucible_ID","ID.x","Blank","Standard","Sub_ctrl","Hom_ctrl","Quench","Assay","n","ID_num","Plot","EEA_g","EEA_buffer","Crucible_weight","Crucible_FW","Crucible_DW_105","Crucible_LOI_550","LOI_g","OM_.","OM_g","Enzyme","Inc_time","Total_g","Quench_coeff","Emission_coeff","Net_fluorescence","Activity_OM","Treatment","Layer"
"Plate_085-2","Plate_085","5-10 cm","251(A6)5-10","(A6)","5-10","Low marsh","13.09.2022","Atriplex portulacoides","","Plate_085-2","29.11.2023",2025-07-08 18:30:00,2025-07-08 14:50:00,"45",2,119,56369.5,763,3286.25,662150.75,504460,5,320,"251",2.02,22.05,18.7176,21.1363,19.8583,19.7699,0.0884,0.036548559,0.073828089,"GLU",20.3333333333333,24.07,11.6883154897595,11273.9,42115.1846656255,274.355026754923,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_085-3","Plate_085","20-30 cm","251(A6)20-30","(A6)","20-30","Low marsh","13.09.2022","Atriplex portulacoides","","Plate_085-3","29.11.2023",2025-07-08 18:30:00,2025-07-08 14:50:00,"161",3,119,56369.5,763,2687.25,861504.75,302957.25,5,321,"251",2.03,22.02,17.7953,20.0524,19.0155,18.9378,0.0777,0.034424704,0.06988215,"GLU",20.3333333333333,24.05,15.2354996939834,11273.9,18945.5757626038,130.21053116255,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_085-4","Plate_085","40-50 cm","251(A6)40-50","(A6)","40-50","Low marsh","13.09.2022","Atriplex portulacoides","","Plate_085-4","29.11.2023",2025-07-08 18:30:00,2025-07-08 14:50:00,"17",4,121.25,55813,780.25,3055.5,1174989,246061.75,5,322,"251",2,21.98,16.7368,19.0142,18.0338,17.9518,0.082,0.036005972,0.072011943,"GLU",20.3333333333333,23.98,20.9975005823016,11162.6,10792.8536200006,72.5697300302409,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_085-5","Plate_085","60-80 cm","251(A6)60-80","(A6)","60-80","Low marsh","13.09.2022","Atriplex portulacoides","","Plate_085-5","29.11.2023",2025-07-08 18:30:00,2025-07-08 14:50:00,"68",5,121.25,55813,780.25,3441,1880600.25,91789,5,323,"251",2.03,22.09,17.4695,20.4347,19.5606,19.4871,0.0735,0.024787535,0.050318697,"GLU",20.3333333333333,24.12,33.6330111264401,11162.6,1846.57397564298,17.8578471517968,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_086-1","Plate_086","0-5 cm","250(A6)0-5","(A6)","0-5","Low marsh","13.09.2022","","Atriplex portulacoides, Limonium vulgare","Plate_086-1","29.11.2023",2025-07-08 19:00:00,2025-07-08 14:50:00,"33",1,133.25,54893,884,7792,865208.25,2540510.75,5,295,"250",2.04,22.07,17.7436,19.8928,18.9393,18.8296,0.1097,0.051042248,0.104126186,"GLU",19.8333333333333,24.11,15.6197739238154,10978.6,161264.233537386,784.888128062696,"ambient","Topsoil
(0-30 cm)"
"Plate_086-2","Plate_086","5-10 cm","250(A6)5-10","(A6)","5-10","Low marsh","13.09.2022","","Atriplex portulacoides, Limonium vulgare","Plate_086-2","29.11.2023",2025-07-08 19:00:00,2025-07-08 14:50:00,"178",2,133.25,54893,884,5946,993161,505144.5,5,296,"250",2.04,22.03,18.6968,21.8968,20.5347,20.4051,0.1296,0.0405,0.08262,"GLU",19.8333333333333,24.07,17.9843513744922,10978.6,26873.381381462,164.54282652644,"ambient","Topsoil
(0-30 cm)"
"Plate_086-3","Plate_086","20-30 cm","250(A6)20-30","(A6)","20-30","Low marsh","13.09.2022","","Atriplex portulacoides, Limonium vulgare","Plate_086-3","29.11.2023",2025-07-08 19:00:00,2025-07-08 14:50:00,"75",3,133.25,54893,884,4274.5,1940157.75,224912,5,297,"250",2.01,22.02,17.3196,20.3442,19.3055,19.2006,0.1049,0.034682272,0.069711367,"GLU",19.8333333333333,24.03,35.2664866194232,10978.6,5372.29375505987,38.967343379041,"ambient","Topsoil
(0-30 cm)"
"Plate_086-4","Plate_086","40-50 cm","250(A6)40-50","(A6)","40-50","Low marsh","13.09.2022","","Atriplex portulacoides, Limonium vulgare","Plate_086-4","29.11.2023",2025-07-08 19:00:00,2025-07-08 14:50:00,"19",4,118,52718.25,833,4268,1752762.5,142237.5,5,298,"250",2.04,22.04,16.5225,20.365,19.0912,18.9813,0.1099,0.028601171,0.058346389,"GLU",19.8333333333333,24.08,33.1667781081504,10543.65,3326.87044475976,30.048085633712,"ambient","Subsoil
(40-100 cm)"
"Plate_086-5","Plate_086","60-80 cm","250(A6)60-80","(A6)","60-80","Low marsh","13.09.2022","","Atriplex portulacoides, Limonium vulgare","Plate_086-5","29.11.2023",2025-07-08 19:00:00,2025-07-08 14:50:00,"149",5,118,52718.25,833,3906.5,1988186.75,89602.75,5,299,"250",2.03,22.02,18.8572,22.2376,21.3343,21.2445,0.0898,0.026564904,0.053926754,"GLU",19.8333333333333,24.05,37.6393421632926,10543.65,1443.77331947566,14.0959827384664,"ambient","Subsoil
(40-100 cm)"
"Plate_086-6","Plate_086","80-100 cm","250(A6)80-100","(A6)","80-100","Low marsh","13.09.2022","","Atriplex portulacoides, Limonium vulgare","Plate_086-6","29.11.2023",2025-07-08 19:00:00,2025-07-08 14:50:00,"85",6,118,52718.25,833,4090.25,2012008.25,91654,5,300,"250",2.01,22.09,17.171,20.9063,19.9177,19.817,0.1007,0.026959013,0.054187615,"GLU",19.8333333333333,24.1,38.0877210453685,10543.65,1466.00208247423,14.2893863609389,"ambient","Subsoil
(40-100 cm)"
"Plate_087-1","Plate_087","0-5 cm","252(C2)0-5","(C2)","0-5","Low marsh","13.09.2022","Atriplex portulacoides","","Plate_087-1","30.11.2023",2025-07-08 18:20:00,2025-07-08 14:35:00,"108",1,138.25,73281.5,6482.5,5188,1639790.25,3774041,5,349,"252",1.99,22,19.1854,22.7395,21.3294,21.1218,0.2076,0.058411412,0.11623871,"GLU",20.25,23.99,22.3057968245737,14656.3,162480.439528255,518.076168552079,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_087-2","Plate_087","5-10 cm","252(C2)5-10","(C2)","5-10","Low marsh","13.09.2022","Atriplex portulacoides","","Plate_087-2","30.11.2023",2025-07-08 18:20:00,2025-07-08 14:35:00,"139",2,138.25,73281.5,6482.5,4428.25,1641768.5,2401705.25,5,350,"252",2,22.18,18.4751,21.8562,20.6018,20.4492,0.1526,0.045133241,0.090266481,"GLU",20.25,24.18,22.3431595968969,14656.3,100811.053966868,417.314827570459,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_087-3","Plate_087","20-30 cm","252(C2)20-30","(C2)","20-30","Low marsh","13.09.2022","Atriplex portulacoides","","Plate_087-3","30.11.2023",2025-07-08 18:20:00,2025-07-08 14:35:00,"131",3,138.25,73281.5,6482.5,2885.25,1388781.75,234355.75,5,351,"252",2.04,22.08,20.5107,23.6472,22.5811,22.4647,0.1164,0.03711143,0.075707317,"GLU",20.25,24.12,18.9119559506833,14656.3,5756.87389678811,28.2858061570997,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_087-4","Plate_087","40-50 cm","252(C2)40-50","(C2)","40-50","Low marsh","13.09.2022","Atriplex portulacoides","","Plate_087-4","30.11.2023",2025-07-08 18:20:00,2025-07-08 14:35:00,"120",4,167.75,72864.25,3076.75,2720,1291422.75,631759,5,352,"252",2.05,22.1,21.4669,23.8361,22.9453,22.8481,0.0972,0.041026507,0.084104339,"GLU",20.25,24.15,17.686351674518,14572.85,32489.6014769019,144.650099962942,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_087-5","Plate_087","60-80 cm","252(C2)60-80","(C2)","60-80","Low marsh","13.09.2022","Atriplex portulacoides","","Plate_087-5","30.11.2023",2025-07-08 18:20:00,2025-07-08 14:35:00,"137",5,167.75,72864.25,3076.75,3002.5,1710067.75,702844.25,5,353,"252",1.98,22.1,17.9395,21.7061,20.4952,20.3692,0.126,0.03345192,0.066234801,"GLU",20.25,24.08,23.4280219723664,14572.85,26795.2447772573,151.483122530947,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_087-6","Plate_087","80-100 cm","252(C2)80-100","(C2)","80-100","Low marsh","13.09.2022","Atriplex portulacoides","","Plate_087-6","30.11.2023",2025-07-08 18:20:00,2025-07-08 14:35:00,"124",6,167.75,72864.25,3076.75,2324,1543759.5,169647,5,354,"252",2.04,22.16,21.3576,24.7238,23.7101,23.6046,0.1055,0.031340978,0.063935595,"GLU",20.25,24.2,21.1548942039478,14572.85,4832.67267954125,28.3801644738654,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_088-1","Plate_088","0-5 cm","251(A2)0-5","(A2)","0-5","Low marsh","13.09.2022","Limonium vulgare","Atriplex portulacoides","Plate_088-1","30.11.2023",2025-07-08 18:35:00,2025-07-08 14:35:00,"123",1,138,59048.5,2213.75,3735.75,519836,745661.5,5,313,"251",2.04,22.15,18.9578,21.996,20.7175,20.5704,0.1471,0.048416826,0.098770325,"GLU",20,24.19,8.74027706038257,11809.7,82672.0888440521,392.470756016442,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_088-2","Plate_088","5-10 cm","251(A2)5-10","(A2)","5-10","Low marsh","13.09.2022","Limonium vulgare","Atriplex portulacoides","Plate_088-2","30.11.2023",2025-07-08 18:35:00,2025-07-08 14:35:00,"33",2,138,59048.5,2213.75,2515.5,615759.25,112989,5,314,"251",2.04,22.07,17.7442,21.5314,19.926,19.7683,0.1577,0.041640262,0.084946134,"GLU",20,24.11,10.3854246932606,11809.7,8423.60988299922,46.32955229832,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_088-3","Plate_088","20-30 cm","251(A2)20-30","(A2)","20-30","Low marsh","13.09.2022","Limonium vulgare","Atriplex portulacoides","Plate_088-3","30.11.2023",2025-07-08 18:35:00,2025-07-08 14:35:00,"73",3,138,59048.5,2213.75,1483.5,685382.75,182305.75,5,315,"251",2.05,22.03,17.5155,20.7715,19.509,19.4028,0.1062,0.032616708,0.066864251,"GLU",20,24.08,11.5819919218947,11809.7,13398.6119511573,93.450464761627,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_088-4","Plate_088","40-50 cm","251(A2)40-50","(A2)","40-50","Low marsh","13.09.2022","Limonium vulgare","Atriplex portulacoides","Plate_088-4","30.11.2023",2025-07-08 18:35:00,2025-07-08 14:35:00,"87",4,178.25,51454.5,1826.25,2198.75,832772.75,42766,5,316,"251",2.05,22.15,18.378,21.5557,20.5398,20.4532,0.0866,0.027252415,0.055867451,"GLU",20,24.2,16.1419117861412,10290.9,686.912662357598,6.61611501700723,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_089-1","Plate_089","0-5 cm","242(A6)0-5","(A6)","0-5","Low marsh","14.09.2022","","Atriplex portulacoides, Limonium vulgare, Artemisia maritima","Plate_089-1","30.10.2023",2025-07-08 18:55:00,2025-07-08 14:40:00,"93",1,132.75,71048,900.5,4941.25,1319372.5,4023268,5,271,"242",2.02,22.02,17.1665,17.3163,17.2778,17.2634,0.0144,0.096128171,0.194178905,"GLU",19.75,24.04,18.5006087433848,14209.6,216299.204384691,437.009864763344,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_089-2","Plate_089","5-10 cm","242(A6)5-10","(A6)","5-10","Low marsh","14.09.2022","","Atriplex portulacoides, Limonium vulgare, Artemisia maritima","Plate_089-2","30.10.2023",2025-07-08 18:55:00,2025-07-08 14:40:00,"73",2,132.75,71048,900.5,4648.5,1093066.5,1482725.75,5,272,"242",2.02,22.02,17.5156,17.6376,17.5998,17.5896,0.0102,0.083606557,0.168885246,"GLU",19.75,24.04,15.3194741583155,14209.6,95583.0499394534,222.03811909245,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_089-3","Plate_089","20-30 cm","242(A6)20-30","(A6)","20-30","Low marsh","14.09.2022","","Atriplex portulacoides, Limonium vulgare, Artemisia maritima","Plate_089-3","30.10.2023",2025-07-08 18:55:00,2025-07-08 14:40:00,"74",3,132.75,71048,900.5,4298.75,1436756.25,3708557.75,5,273,"242",2.02,22.04,17.5441,20.5591,19.5594,19.4131,0.1463,0.048524046,0.098018574,"GLU",19.75,24.06,20.1618272154037,14209.6,182825.853788507,732.422828406934,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_089-4","Plate_089","40-50 cm","242(A6)40-50","(A6)","40-50","Low marsh","14.09.2022","","Atriplex portulacoides, Limonium vulgare, Artemisia maritima","Plate_089-4","30.10.2023",2025-07-08 18:55:00,2025-07-08 14:40:00,"76",4,145.25,55213.25,779.75,3194.25,1463791.5,587900.5,5,274,"242",2.03,22.07,18.8861,22.3778,21.3334,21.228,0.1054,0.030185869,0.061277315,"GLU",19.75,24.1,26.4537452513663,11042.65,21323.2166855887,176.069821108757,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_089-5","Plate_089","60-80 cm","242(A6)60-80","(A6)","60-80","Low marsh","14.09.2022","","Atriplex portulacoides, Limonium vulgare, Artemisia maritima","Plate_089-5","30.10.2023",2025-07-08 18:55:00,2025-07-08 14:40:00,"75",5,145.25,55213.25,779.75,3827.5,1441373.75,1149251,5,275,"242",2.05,22.4,17.3204,20.8675,19.7753,19.6526,0.1227,0.034591638,0.070912858,"GLU",19.75,24.45,26.0362548844707,11042.65,43213.6547766289,312.949040580086,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_089-6","Plate_089","80-100 cm","242(A6)80-100","(A6)","80-100","Low marsh","14.09.2022","","Atriplex portulacoides, Limonium vulgare, Artemisia maritima","Plate_089-6","30.10.2023",2025-07-08 18:55:00,2025-07-08 14:40:00,"77",6,145.25,55213.25,779.75,2955,1371564.25,304604.5,5,276,"242",2.03,22.06,16.9514,20.749,19.7104,19.5992,0.1112,0.029281652,0.059441753,"GLU",19.75,24.09,24.7876958882152,11042.65,11389.573900065,96.9060682209055,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_090-1","Plate_090","0-5 cm","260(A6)0-5","(A6)","0-5","Low marsh","12.09.2022","","Atriplex portulacoides, Limonium vulgare, Artemisia maritima, Festuca rubra","Plate_090-1","30.11.2023",2025-07-08 19:30:00,2025-07-08 14:45:00,"88",1,167,56359.5,774,4059.25,911079.25,2948088,5,367,"260",2.01,21.99,21.3834,21.8167,21.6779,21.6503,0.0276,0.063697207,0.128031387,"GLU",19.25,24,16.0934713757219,11271.9,182159.108791013,720.944470315674,"ambient","Topsoil
(0-30 cm)"
"Plate_090-2","Plate_090","5-10 cm","260(A6)5-10","(A6)","5-10","Low marsh","12.09.2022","","Atriplex portulacoides, Limonium vulgare, Artemisia maritima, Festuca rubra","Plate_090-2","30.11.2023",2025-07-08 19:30:00,2025-07-08 14:45:00,"14",2,167,56359.5,774,4460.25,1015635.5,4274347,5,368,"260",2.02,22.02,17.5834,19.6941,18.8873,18.7692,0.1181,0.055953001,0.113025063,"GLU",19.25,24.04,17.9415227246516,11271.9,237215.094656564,1064.94461309931,"ambient","Topsoil
(0-30 cm)"
"Plate_090-3","Plate_090","20-30 cm","260(A6)20-30","(A6)","20-30","Low marsh","12.09.2022","","Atriplex portulacoides, Limonium vulgare, Artemisia maritima, Festuca rubra","Plate_090-3","30.11.2023",2025-07-08 19:30:00,2025-07-08 14:45:00,"68",3,167,56359.5,774,3184.75,802623.5,1319210.25,5,369,"260",2.02,21.98,17.4697,19.8797,19.0428,18.9584,0.0844,0.035020747,0.070741909,"GLU",19.25,24,14.1846316947453,11271.9,92004.2637096963,658.720243532453,"ambient","Topsoil
(0-30 cm)"
"Plate_090-4","Plate_090","40-50 cm","260(A6)40-50","(A6)","40-50","Low marsh","12.09.2022","","Atriplex portulacoides, Limonium vulgare, Artemisia maritima, Festuca rubra","Plate_090-4","30.11.2023",2025-07-08 19:30:00,2025-07-08 14:45:00,"82",4,216.25,48977,1350.5,3825,1263846.5,1868899,5,370,"260",2.03,21.99,16.1558,18.7107,17.8539,17.7507,0.1032,0.04039297,0.08199773,"GLU",19.25,24.02,25.7268003348511,9795.4,71144.8735297374,505.922630742483,"ambient","Subsoil
(40-100 cm)"
"Plate_090-5","Plate_090","60-80 cm","260(A6)60-80","(A6)","60-80","Low marsh","12.09.2022","","Atriplex portulacoides, Limonium vulgare, Artemisia maritima, Festuca rubra","Plate_090-5","30.11.2023",2025-07-08 19:30:00,2025-07-08 14:45:00,"96",5,216.25,48977,1350.5,2872.75,1469084,2006507.5,5,371,"260",2.01,21.98,16.5536,18.6301,18.1619,18.1104,0.0515,0.024801348,0.04985071,"GLU",19.25,23.99,29.9367305061559,9795.4,65578.4770834523,766.716416150132,"ambient","Subsoil
(40-100 cm)"
"Plate_090-6","Plate_090","80-100 cm","260(A6)80-100","(A6)","80-100","Low marsh","12.09.2022","","Atriplex portulacoides, Limonium vulgare, Artemisia maritima, Festuca rubra","Plate_090-6","30.11.2023",2025-07-08 19:30:00,2025-07-08 14:45:00,"121",6,216.25,48977,1350.5,2510.75,1857369.75,106042.5,5,372,"260",2.01,22,19.5244,22.7675,21.9566,21.884,0.0726,0.022385989,0.044995837,"GLU",19.25,24.01,37.872041978888,9795.4,1383.22505389898,17.9333030557562,"ambient","Subsoil
(40-100 cm)"
"Plate_091-1","Plate_091","0-5 cm","242(G5)0-5","(G5)","0-5","Low marsh","14.09.2022","Atriplex portulacoides","Spartina anglica","Plate_091-1","05.12.2023",2025-07-08 19:00:00,2025-07-08 16:45:00,"45",1,140.5,63822,1160.25,6585.75,1462155.75,3002461.25,5,283,"242",1.99,22.02,18.7173,20.7322,19.7418,19.6273,0.1145,0.056826642,0.113085017,"GLU",21.75,24.01,22.8067124189151,12764.4,130199.125475587,456.594474867636,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_091-2","Plate_091","5-10 cm","242(G5)5-10","(G5)","5-10","Low marsh","14.09.2022","Atriplex portulacoides","Spartina anglica","Plate_091-2","05.12.2023",2025-07-08 19:00:00,2025-07-08 16:45:00,"54",2,140.5,63822,1160.25,4817.5,1387682,2914586.25,5,284,"242",2.01,22.03,16.9473,19.9531,18.5915,18.4484,0.1431,0.047607958,0.095691995,"GLU",21.75,24.04,21.6675206041804,12764.4,133131.476458015,551.988429615084,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_091-3","Plate_091","20-30 cm","242(G5)20-30","(G5)","20-30","Low marsh","14.09.2022","Atriplex portulacoides","Spartina anglica","Plate_091-3","05.12.2023",2025-07-08 19:00:00,2025-07-08 16:45:00,"60",3,140.5,63822,1160.25,4205,1629470.25,2063543.5,5,285,"242",2.01,22.05,16.9676,20.9413,19.6006,19.4852,0.1154,0.029040944,0.058372298,"GLU",21.75,24.06,25.4655957193444,12764.4,79707.2279375244,542.262842265401,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_091-5","Plate_091","60-80 cm","242(G5)60-80","(G5)","60-80","Low marsh","14.09.2022","Atriplex portulacoides","Spartina anglica","Plate_091-5","05.12.2023",2025-07-08 19:00:00,2025-07-08 16:45:00,"2",5,130.75,60274.75,2708,4751,1678153,1189667.75,5,287,"242",2.06,22.06,17.3315,20.2261,19.1045,19.0031,0.1014,0.035030747,0.072163339,"GLU",21.75,24.12,27.7629023762023,12054.95,39971.8586813345,233.017512208386,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_091-6","Plate_091","80-100 cm","242(G5)80-100","(G5)","80-100","Low marsh","14.09.2022","Atriplex portulacoides","Spartina anglica","Plate_091-6","05.12.2023",2025-07-08 19:00:00,2025-07-08 16:45:00,"6",6,130.75,60274.75,2708,3927,1660479.25,581998.5,5,288,"242",1.99,22.09,17.2856,20.2483,19.3161,19.2363,0.0798,0.02693489,0.053600432,"GLU",21.75,24.08,27.4833533112954,12054.95,18325.514122253,144.022028383739,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_092-1","Plate_092","0-5 cm","241(A6)0-5","(A6)","0-5","Low marsh","15.09.2022","","Atriplex portulacoides, Spartina anglica","Plate_092-1","05.12.2023",2025-07-08 19:20:00,2025-07-08 16:50:00,"172",1,122.25,60497.5,1029,8117.25,1332724.5,1085182.5,5,247,"241",2.03,22.08,19.7957,22.2794,21.2353,21.12,0.1153,0.046422676,0.094238032,"GLU",21.5,24.11,21.8952394727055,12099.5,48162.7547347525,216.894380757187,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_092-2","Plate_092","5-10 cm","241(A6)5-10","(A6)","5-10","Low marsh","15.09.2022","","Atriplex portulacoides, Spartina anglica","Plate_092-2","05.12.2023",2025-07-08 19:20:00,2025-07-08 16:50:00,"144",2,122.25,60497.5,1029,4601.25,1318292.5,561359.75,5,248,"241",2.01,22.02,19.0505,21.7917,20.6121,20.4748,0.1373,0.050087553,0.100675981,"GLU",21.5,24.03,21.7148022645564,12099.5,24610.5841517175,103.461194258867,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_092-3","Plate_092","20-30 cm","241(A6)20-30","(A6)","20-30","Low marsh","15.09.2022","","Atriplex portulacoides, Spartina anglica","Plate_092-3","05.12.2023",2025-07-08 19:20:00,2025-07-08 16:50:00,"78",3,122.25,60497.5,1029,3946.75,1863702.5,548556.25,5,249,"241",2.04,22.11,16.9199,19.8743,18.797,18.7089,0.0881,0.02981993,0.060832656,"GLU",21.5,24.15,30.7410347535022,12099.5,16687.043209572,116.572329478439,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_092-4","Plate_092","40-50 cm","241(A6)40-50","(A6)","40-50","Low marsh","15.09.2022","","Atriplex portulacoides, Spartina anglica","Plate_092-4","05.12.2023",2025-07-08 19:20:00,2025-07-08 16:50:00,"146",4,168.25,55030.5,786,4149.75,1797533.5,1474381.5,5,250,"241",2.01,22.22,18.4358,21.6735,20.4768,20.3692,0.1076,0.033233468,0.066799271,"GLU",21.5,24.23,32.5889052434559,11006.1,44328.4872470128,311.568348656367,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_092-5","Plate_092","60-80 cm","241(A6)60-80","(A6)","60-80","Low marsh","15.09.2022","","Atriplex portulacoides, Spartina anglica","Plate_092-5","05.12.2023",2025-07-08 19:20:00,2025-07-08 16:50:00,"153",5,168.25,55030.5,786,4565.25,1753852,65354.75,5,251,"241",2.03,22.02,17.1087,20.4662,19.0951,18.9685,0.1266,0.037706627,0.076544453,"GLU",21.5,24.05,31.7875859750502,11006.1,1126.36604276,6.84669891063935,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_092-6","Plate_092","80-100 cm","241(A6)80-100","(A6)","80-100","Low marsh","15.09.2022","","Atriplex portulacoides, Spartina anglica","Plate_092-6","05.12.2023",2025-07-08 19:20:00,2025-07-08 16:50:00,"180",6,168.25,55030.5,786,3715.5,1869378.5,575247.75,5,252,"241",2.01,22,19.1424,21.4202,20.7368,20.6795,0.0573,0.025155852,0.050563263,"GLU",21.5,24.01,33.9023450631922,11006.1,16072.1922263694,147.76133162334,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_093-1","Plate_093","0-5 cm","251(G5)0-5","(G5)","0-5","Low marsh","13.09.2022","Atriplex portulacoides","Puccinellia maritima, Limonium vulgare","Plate_093-1","05.12.2023",2025-07-08 19:40:00,2025-07-08 16:50:00,"186",1,142.75,59216.5,920.5,6100.75,1348339,888267.5,5,331,"251",2.05,22.02,22.73,25.3717,24.0487,23.8827,0.166,0.062838324,0.128818564,"GLU",21.1666666666667,24.07,22.6666258559692,11843.3,37998.6913964417,129.55444106471,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_093-2","Plate_093","5-10 cm","251(G5)5-10","(G5)","5-10","Low marsh","13.09.2022","Atriplex portulacoides","Puccinellia maritima, Limonium vulgare","Plate_093-2","05.12.2023",2025-07-08 19:40:00,2025-07-08 16:50:00,"151",2,142.75,59216.5,920.5,4328.5,807272.25,320346.25,5,332,"251",2.01,22.07,18.2756,20.7547,19.7882,19.6755,0.1127,0.045460046,0.091374692,"GLU",21.1666666666667,24.08,13.5594597789467,11843.3,22385.5723031657,107.842367205442,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_093-3","Plate_093","20-30 cm","251(G5)20-30","(G5)","20-30","Low marsh","13.09.2022","Atriplex portulacoides","Puccinellia maritima, Limonium vulgare","Plate_093-3","05.12.2023",2025-07-08 19:40:00,2025-07-08 16:50:00,"142",3,142.75,59216.5,920.5,4050.25,1580594,98076,5,333,"251",2.04,22.05,18.6491,21.6526,20.6082,20.5183,0.0899,0.029931746,0.061060762,"GLU",21.1666666666667,24.09,26.6233862183682,11843.3,2611.19762962493,18.8074934934735,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_093-4","Plate_093","40-50 cm","251(G5)40-50","(G5)","40-50","Low marsh","13.09.2022","Atriplex portulacoides","Puccinellia maritima, Limonium vulgare","Plate_093-4","05.12.2023",2025-07-08 19:40:00,2025-07-08 16:50:00,"100",4,156.75,57263,796,3364.75,1617797.5,258183,5,334,"251",2,22.16,17.3209,21.0356,19.8529,19.7431,0.1098,0.029558242,0.059116483,"GLU",21.1666666666667,24.16,28.193296718649,11452.6,8242.25659492475,63.726598669022,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_093-5","Plate_093","60-80 cm","251(G5)60-80","(G5)","60-80","Low marsh","13.09.2022","Atriplex portulacoides","Puccinellia maritima, Limonium vulgare","Plate_093-5","05.12.2023",2025-07-08 19:40:00,2025-07-08 16:50:00,"103",5,156.75,57263,796,3506.25,1776174.25,68396.25,5,335,"251",2,22.03,20.1666,23.5657,22.4455,22.3349,0.1106,0.032538025,0.06507605,"GLU",21.1666666666667,24.03,30.9566037406353,11452.6,1300.16017776594,9.07828085107901,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_094-1","Plate_094","0-5 cm","242(A2)0-5","(A2)","0-5","Low marsh","14.09.2022","","Atriplex portulacoides, Limonium vulgare","Plate_094-1","05.12.2023",2025-07-08 20:00:00,2025-07-08 16:55:00,"57",1,490.5,59500.25,897.25,8040.25,1081018,1605706.75,5,265,"242",2.03,22,16.6925,19.5598,18.2968,18.1162,0.1806,0.062986084,0.127861751,"GLU",20.9166666666667,24.03,18.0331637262028,11900.05,87698.7681062701,303.112794808334,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_094-2","Plate_094","5-10 cm","242(A2)5-10","(A2)","5-10","Low marsh","14.09.2022","","Atriplex portulacoides, Limonium vulgare","Plate_094-2","05.12.2023",2025-07-08 20:00:00,2025-07-08 16:55:00,"114",2,490.5,59500.25,897.25,5830,1133836.25,697533.75,5,266,"242",2.03,22.04,17.3212,20.2667,19.0075,18.8572,0.1503,0.05102699,0.10358479,"GLU",20.9166666666667,24.07,18.9580085797959,11900.05,35588.8475291028,152.110175533931,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_094-3","Plate_094","20-30 cm","242(A2)20-30","(A2)","20-30","Low marsh","14.09.2022","","Atriplex portulacoides, Limonium vulgare","Plate_094-3","05.12.2023",2025-07-08 20:00:00,2025-07-08 16:55:00,"85",3,490.5,59500.25,897.25,3888,1588774.75,219351.5,5,267,"242",2.02,22.02,17.1712,19.8574,18.8653,18.757,0.1083,0.040317177,0.081440697,"GLU",20.9166666666667,24.04,26.6366401821841,11900.05,7191.73939679759,39.0605646662966,"+3.0°C","Topsoil
(0-30 cm)"
