"ID.y","GLU_value","Depth.x.x","Zone.x","Treatment.x","Layer.x","CHI_value","Depth.x.y","Zone.y","Treatment.y","Layer.y","LEU_value","Depth.x","Zone","Treatment","Layer","GLU_CHI_ratio","Depth"
"132(C2)5-10",128.787507492647,"5-10 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",22.727249199727,"5-10 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",826.091755790427,"5-10 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",0.151725523033195,"5-10 cm"
"132(C2)20-30",117.187112655252,"20-30 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",NA,NA,NA,NA,NA,1341.84240205456,"20-30 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",NA,"20-30 cm"
"132(C2)40-50",137.478693113699,"40-50 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",16.0392728637062,"40-50 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",1004.08736592793,"40-50 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",0.134766300462995,"40-50 cm"
"132(C2)60-80",52.7334996211669,"60-80 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",NA,NA,NA,NA,NA,269.388845896968,"60-80 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",NA,"60-80 cm"
"132(C2)80-100",23.0297013263532,"80-100 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",NA,NA,NA,NA,NA,159.33149440267,"80-100 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",NA,"80-100 cm"
"371(C2)0-5",484.902495859895,"0-5 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",325.615808530707,"0-5 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",756.824949366365,"0-5 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",0.44797139457493,"0-5 cm"
"371(C2)5-10",496.343565813155,"5-10 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",140.166890124737,"5-10 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",1370.82955904938,"5-10 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",0.328487579229222,"5-10 cm"
"371(C2)20-30",587.149529577126,"20-30 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",181.912066798235,"20-30 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",1812.2796685728,"20-30 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",0.294429827966308,"20-30 cm"
"371(C2)40-50",546.218750772391,"40-50 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",233.534672773281,"40-50 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",1860.91708393088,"40-50 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",0.260793188013996,"40-50 cm"
"371(C2)60-80",104.50300819874,"60-80 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",2.11179173050203,"60-80 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",970.835905637346,"60-80 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",0.1074086597681,"60-80 cm"
"371(C2)80-100",36.3416056694503,"80-100 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",9.44766450519699,"80-100 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",585.214428617931,"80-100 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",0.0611130356041133,"80-100 cm"
"391(A2)0-5",730.136579361599,"0-5 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",300.052987711682,"0-5 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",874.996228905634,"0-5 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",0.621366806629161,"0-5 cm"
"391(A2)5-10",977.744217651788,"5-10 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",107.470453917626,"5-10 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",975.975355914073,"5-10 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",0.902439428699872,"5-10 cm"
"391(A2)20-30",1448.47865471316,"20-30 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",297.820306708214,"20-30 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",1041.44098441952,"20-30 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",1.08155045196107,"20-30 cm"
"391(A2)40-50",2440.03632436881,"40-50 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",254.313572034501,"40-50 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",1313.48604043399,"40-50 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",1.55634451301273,"40-50 cm"
"391(A2)60-80",965.699048031314,"60-80 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",372.413917572451,"60-80 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",1083.79444676023,"60-80 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",0.663159937605395,"60-80 cm"
"391(A2)80-100",1530.22893944751,"80-100 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",176.355921527107,"80-100 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",1363.19564769813,"80-100 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",0.993944581029905,"80-100 cm"
"132(A6)0-5",648.649614097522,"0-5 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",124.52396053773,"0-5 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",614.085058776778,"0-5 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",0.878204296367142,"0-5 cm"
"132(A6)5-10",662.513521420806,"5-10 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",103.724670102339,"5-10 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",962.429843198306,"60-80 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",0.621404789977176,"5-10 cm"
"132(A6)20-30",345.236165095858,"20-30 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",86.4401804118461,"20-30 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",918.470002568357,"20-30 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",0.343549275291461,"20-30 cm"
"132(A6)40-50",189.34539129718,"40-50 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",102.034806195207,"40-50 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",748.838057343156,"40-50 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",0.222530767416633,"40-50 cm"
"132(A6)60-80",142.464892554093,"60-80 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",49.2651071412398,"60-80 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",508.390362359306,"60-80 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",0.255471165165274,"60-80 cm"
"132(A6)80-100",35.1851039557795,"80-100 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",9.58306930408182,"80-100 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",459.982689708043,"80-100 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",0.0749311534763568,"80-100 cm"
"380(A6)0-5",801.642947102943,"0-5 cm","High marsh","ambient","Topsoil
(0-30 cm)",356.524164944312,"0-5 cm","High marsh","ambient","Topsoil
(0-30 cm)",720.020733353543,"0-5 cm","High marsh","ambient","Topsoil
(0-30 cm)",0.744644230231768,"0-5 cm"
"380(A6)5-10",1043.8057803975,"5-10 cm","High marsh","ambient","Topsoil
(0-30 cm)",462.902057758988,"5-10 cm","High marsh","ambient","Topsoil
(0-30 cm)",688.111527629672,"5-10 cm","High marsh","ambient","Topsoil
(0-30 cm)",0.906857915187021,"5-10 cm"
"380(A6)20-30",1228.38725854935,"20-30 cm","High marsh","ambient","Topsoil
(0-30 cm)",535.233073951147,"20-30 cm","High marsh","ambient","Topsoil
(0-30 cm)",1745.51098688494,"20-30 cm","High marsh","ambient","Topsoil
(0-30 cm)",0.538590576488902,"20-30 cm"
"380(A6)40-50",260.649131182318,"40-50 cm","High marsh","ambient","Subsoil
(40-100 cm)",168.051949142073,"40-50 cm","High marsh","ambient","Subsoil
(40-100 cm)",1320.74013536064,"40-50 cm","High marsh","ambient","Subsoil
(40-100 cm)",0.17507423225546,"40-50 cm"
"380(A6)60-80",106.031699380358,"60-80 cm","High marsh","ambient","Subsoil
(40-100 cm)",63.2596145571561,"60-80 cm","High marsh","ambient","Subsoil
(40-100 cm)",843.919640031402,"60-80 cm","High marsh","ambient","Subsoil
(40-100 cm)",0.116880648277663,"60-80 cm"
"380(A6)80-100",95.1724072131116,"80-100 cm","High marsh","ambient","Subsoil
(40-100 cm)",44.7813219845231,"80-100 cm","High marsh","ambient","Subsoil
(40-100 cm)",959.084912421873,"80-100 cm","High marsh","ambient","Subsoil
(40-100 cm)",0.0948058655139335,"80-100 cm"
"130(A6)0-5",1306.16732161406,"0-5 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",443.476466421667,"0-5 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",2303.61733486833,"0-5 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",0.475472414156629,"0-5 cm"
"130(A6)5-10",421.451890239868,"5-10 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",355.31842843142,"5-10 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",1706.18303378436,"5-10 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",0.204439287560279,"5-10 cm"
"130(A6)20-30",415.02866984585,"20-30 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",6.74179562874159,"20-30 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",2707.12676494713,"20-30 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",0.152928802770677,"20-30 cm"
"130(A6)40-50",381.513918968813,"40-50 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",30.9928542947848,"40-50 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",2630.49637736814,"40-50 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",0.143346031398534,"40-50 cm"
"130(A6)60-80",164.925035572294,"60-80 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",34.1914366903927,"60-80 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",2194.80571412645,"60-80 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",0.0739906892711169,"60-80 cm"
"130(A6)80-100",72.9642625187594,"80-100 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",17.4803769245494,"80-100 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",1408.96737307093,"80-100 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",0.0511510235961958,"80-100 cm"
"380(G5)0-5",886.986768061215,"0-5 cm","High marsh","ambient","Topsoil
(0-30 cm)",52.5644792635398,"0-5 cm","High marsh","ambient","Topsoil
(0-30 cm)",445.868132826943,"0-5 cm","High marsh","ambient","Topsoil
(0-30 cm)",1.77955203280358,"0-5 cm"
"380(G5)5-10",1880.89161728653,"5-10 cm","High marsh","ambient","Topsoil
(0-30 cm)",192.680793385602,"5-10 cm","High marsh","ambient","Topsoil
(0-30 cm)",914.314343259694,"5-10 cm","High marsh","ambient","Topsoil
(0-30 cm)",1.69909654977031,"5-10 cm"
"380(G5)20-30",1209.64745077464,"20-30 cm","High marsh","ambient","Topsoil
(0-30 cm)",123.69635063127,"20-30 cm","High marsh","ambient","Topsoil
(0-30 cm)",663.010963283351,"20-30 cm","High marsh","ambient","Topsoil
(0-30 cm)",1.53760798886627,"20-30 cm"
"380(G5)40-50",1446.47923513323,"40-50 cm","High marsh","ambient","Subsoil
(40-100 cm)",254.097044809554,"40-50 cm","High marsh","ambient","Subsoil
(40-100 cm)",1294.76438610287,"40-50 cm","High marsh","ambient","Subsoil
(40-100 cm)",0.933898414838262,"40-50 cm"
"380(G5)60-80",892.005642127573,"60-80 cm","High marsh","ambient","Subsoil
(40-100 cm)",43.3609225842057,"60-80 cm","High marsh","ambient","Subsoil
(40-100 cm)",1070.45080018438,"60-80 cm","High marsh","ambient","Subsoil
(40-100 cm)",0.800858550770439,"60-80 cm"
"380(G5)80-100",211.203594511862,"80-100 cm","High marsh","ambient","Subsoil
(40-100 cm)",107.412804676408,"80-100 cm","High marsh","ambient","Subsoil
(40-100 cm)",1456.5035911437,"80-100 cm","High marsh","ambient","Subsoil
(40-100 cm)",0.135047880485394,"80-100 cm"
"110(C2)0-5",675.959992096661,"0-5 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",122.265887915138,"0-5 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",792.421713937219,"0-5 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",0.739006400357626,"0-5 cm"
"110(C2)5-10",390.125992204272,"5-10 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",100.63756249529,"5-10 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",573.714902917618,"5-10 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",0.57851941264187,"5-10 cm"
"110(C2)20-30",10.2825394191862,"20-30 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",0.904071300351099,"20-30 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",12.7164653293648,"20-30 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",0.75492909704841,"20-30 cm"
"110(C2)40-50",188.542073388393,"40-50 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",7.3010334440182,"40-50 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",205.998938819924,"40-50 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",0.883929197867343,"40-50 cm"
"110(C2)60-80",397.098465274594,"60-80 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",9.76685302802776,"60-80 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",45.6508648566299,"60-80 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",7.16555066560274,"60-80 cm"
"110(C2)80-100",109.704413385128,"80-100 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",4.2729253922123,"80-100 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",115.322350957516,"80-100 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",0.917297210504564,"80-100 cm"
"250(C2)0-5",1430.34171676514,"0-5 cm","Low marsh","ambient","Topsoil
(0-30 cm)",267.492250734267,"0-5 cm","Low marsh","ambient","Topsoil
(0-30 cm)",947.396719579478,"0-5 cm","Low marsh","ambient","Topsoil
(0-30 cm)",1.17734356942573,"0-5 cm"
"250(C2)5-10",1234.37892865095,"5-10 cm","Low marsh","ambient","Topsoil
(0-30 cm)",273.257645289458,"5-10 cm","Low marsh","ambient","Topsoil
(0-30 cm)",859.711437449787,"5-10 cm","Low marsh","ambient","Topsoil
(0-30 cm)",1.08950804347328,"5-10 cm"
"250(C2)20-30",977.745067258769,"20-30 cm","Low marsh","ambient","Topsoil
(0-30 cm)",124.733409386059,"20-30 cm","Low marsh","ambient","Topsoil
(0-30 cm)",1266.10335121203,"20-30 cm","Low marsh","ambient","Topsoil
(0-30 cm)",0.702990526967606,"20-30 cm"
"250(C2)40-50",1163.28943238451,"40-50 cm","Low marsh","ambient","Subsoil
(40-100 cm)",91.6776114182295,"40-50 cm","Low marsh","ambient","Subsoil
(40-100 cm)",1033.29162998372,"40-50 cm","Low marsh","ambient","Subsoil
(40-100 cm)",1.03406332330901,"40-50 cm"
"250(C2)60-80",482.417052491781,"60-80 cm","Low marsh","ambient","Subsoil
(40-100 cm)",44.3839071803639,"60-80 cm","Low marsh","ambient","Subsoil
(40-100 cm)",1283.66508162639,"60-80 cm","Low marsh","ambient","Subsoil
(40-100 cm)",0.363252452701484,"60-80 cm"
"250(C2)80-100",593.46045088154,"80-100 cm","Low marsh","ambient","Subsoil
(40-100 cm)",29.2014289769627,"80-100 cm","Low marsh","ambient","Subsoil
(40-100 cm)",1031.57248622487,"80-100 cm","Low marsh","ambient","Subsoil
(40-100 cm)",0.559459883370741,"80-100 cm"
"370(A2)0-5",648.566384103083,"0-5 cm","High marsh","ambient","Topsoil
(0-30 cm)",326.240689619467,"0-5 cm","High marsh","ambient","Topsoil
(0-30 cm)",555.456571084957,"0-5 cm","High marsh","ambient","Topsoil
(0-30 cm)",0.735588521149445,"0-5 cm"
"370(A2)5-10",823.058008387081,"5-10 cm","High marsh","ambient","Topsoil
(0-30 cm)",337.877560866247,"5-10 cm","High marsh","ambient","Topsoil
(0-30 cm)",855.613664721098,"5-10 cm","High marsh","ambient","Topsoil
(0-30 cm)",0.68962216959914,"5-10 cm"
"370(A2)20-30",1038.23951308283,"20-30 cm","High marsh","ambient","Topsoil
(0-30 cm)",259.478172913718,"20-30 cm","High marsh","ambient","Topsoil
(0-30 cm)",1570.96357177995,"20-30 cm","High marsh","ambient","Topsoil
(0-30 cm)",0.567207077795627,"20-30 cm"
"370(A2)40-50",743.342593534325,"40-50 cm","High marsh","ambient","Subsoil
(40-100 cm)",243.061840594826,"40-50 cm","High marsh","ambient","Subsoil
(40-100 cm)",1112.99935980649,"40-50 cm","High marsh","ambient","Subsoil
(40-100 cm)",0.548163013081077,"40-50 cm"
"370(A2)60-80",434.624455511807,"60-80 cm","High marsh","ambient","Subsoil
(40-100 cm)",144.701085114187,"60-80 cm","High marsh","ambient","Subsoil
(40-100 cm)",769.898885677014,"60-80 cm","High marsh","ambient","Subsoil
(40-100 cm)",0.475207160935969,"60-80 cm"
"370(A2)80-100",163.299299056268,"80-100 cm","High marsh","ambient","Subsoil
(40-100 cm)",30.8975228565134,"80-100 cm","High marsh","ambient","Subsoil
(40-100 cm)",361.092821527814,"80-100 cm","High marsh","ambient","Subsoil
(40-100 cm)",0.416590105842405,"80-100 cm"
"131(A6)0-5",262.950388152705,"0-5 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",101.993574423343,"0-5 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",526.38594380021,"0-5 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",0.418457923160948,"0-5 cm"
"131(A6)5-10",122.80184010091,"5-10 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",103.786519175589,"5-10 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",299.73847097001,"5-10 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",0.304322763397134,"5-10 cm"
"131(A6)20-30",125.583512062395,"20-30 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",8.82963970104561,"20-30 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",183.9686084796,"20-30 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",0.651372682311548,"20-30 cm"
"131(A6)40-50",28.5907593853738,"40-50 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",7.82465830734953,"40-50 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",135.141007532116,"40-50 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",0.199983396135671,"40-50 cm"
"131(A6)60-80",15.805014012802,"60-80 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",NA,NA,NA,NA,NA,92.0739116402234,"60-80 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",NA,"60-80 cm"
"131(A6)80-100",33.4587349705905,"80-100 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",NA,NA,NA,NA,NA,40.0557345175358,"80-100 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",NA,"80-100 cm"
"110(A2)0-5",310.722847059758,"0-5 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",88.4207673763707,"0-5 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",418.975525167158,"0-5 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",0.612386908666861,"0-5 cm"
"110(A2)5-10",120.177797153456,"5-10 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",114.304558980374,"5-10 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",370.238478386303,"5-10 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",0.248022957478825,"5-10 cm"
"110(A2)20-30",512.226306970797,"20-30 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",31.5499575764983,"20-30 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",440.323133034931,"20-30 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",1.08551709593586,"20-30 cm"
"110(A2)40-50",180.818525623177,"40-50 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",16.4905229399542,"40-50 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",120.439438112537,"40-50 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",1.32051834553477,"40-50 cm"
"110(A2)60-80",25.7115790629724,"60-80 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",5.88628294072157,"60-80 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",49.5589710468153,"60-80 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",0.463729124024788,"60-80 cm"
"110(A2)80-100",1461.97938588891,"80-100 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",241.353156185305,"80-100 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",862.009895434582,"80-100 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",1.32502115576784,"80-100 cm"
"250(A2)0-5",609.015571398355,"0-5 cm","Low marsh","ambient","Topsoil
(0-30 cm)",314.64800280559,"0-5 cm","Low marsh","ambient","Topsoil
(0-30 cm)",496.747605944063,"0-5 cm","Low marsh","ambient","Topsoil
(0-30 cm)",0.750577849856543,"0-5 cm"
"250(A2)5-10",376.514145719817,"5-10 cm","Low marsh","ambient","Topsoil
(0-30 cm)",379.883665727353,"5-10 cm","Low marsh","ambient","Topsoil
(0-30 cm)",601.782329861338,"5-10 cm","Low marsh","ambient","Topsoil
(0-30 cm)",0.383546081265682,"5-10 cm"
"250(A2)20-30",187.971828800195,"20-30 cm","Low marsh","ambient","Topsoil
(0-30 cm)",132.153269234864,"20-30 cm","Low marsh","ambient","Topsoil
(0-30 cm)",459.530815303515,"20-30 cm","Low marsh","ambient","Topsoil
(0-30 cm)",0.317689513225368,"20-30 cm"
"250(A2)40-50",167.680289922551,"40-50 cm","Low marsh","ambient","Subsoil
(40-100 cm)",9.06134402117381,"40-50 cm","Low marsh","ambient","Subsoil
(40-100 cm)",204.461473120626,"40-50 cm","Low marsh","ambient","Subsoil
(40-100 cm)",0.785303847931134,"40-50 cm"
"250(A2)60-80",87.0829167252748,"60-80 cm","Low marsh","ambient","Subsoil
(40-100 cm)",4.32207692862997,"60-80 cm","Low marsh","ambient","Subsoil
(40-100 cm)",264.261947744616,"60-80 cm","Low marsh","ambient","Subsoil
(40-100 cm)",0.324229696204822,"60-80 cm"
"250(A2)80-100",135.142035741674,"80-100 cm","Low marsh","ambient","Subsoil
(40-100 cm)",NA,NA,NA,NA,NA,107.425136170951,"80-100 cm","Low marsh","ambient","Subsoil
(40-100 cm)",NA,"80-100 cm"
"392(C2)0-5",1175.18219523963,"0-5 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",407.279980624196,"0-5 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",997.593358749501,"0-5 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",0.836504019475188,"0-5 cm"
"392(C2)5-10",1696.32210737632,"5-10 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",358.822564500698,"5-10 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",1425.55710375431,"5-10 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",0.95065088307983,"5-10 cm"
"392(C2)20-30",1438.14960353148,"20-30 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",275.347234804874,"20-30 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",1882.74108784182,"20-30 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",0.666399789313408,"20-30 cm"
"392(C2)40-50",2101.13530992165,"40-50 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",442.097826851689,"40-50 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",2010.99790524236,"40-50 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",0.856523975983623,"40-50 cm"
"392(C2)60-80",688.793772159948,"60-80 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",2.32216157529834,"60-80 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",1245.3469897065,"60-80 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",0.552064440683102,"60-80 cm"
"392(C2)80-100",314.816945353526,"80-100 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",61.3307263522213,"80-100 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",527.095285562401,"80-100 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",0.535015344289716,"80-100 cm"
"130(G5)0-5",1379.93919838654,"0-5 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",125.900700962116,"0-5 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",1119.67637857199,"0-5 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",1.10787138031048,"0-5 cm"
"130(G5)5-10",807.388025212236,"5-10 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",472.092885899401,"5-10 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",1478.4414396135,"5-10 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",0.413931718427939,"5-10 cm"
"130(G5)20-30",387.71340506168,"20-30 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",21.5593025193067,"20-30 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",1306.29005155238,"20-30 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",0.291985987621866,"20-30 cm"
"130(G5)40-50",216.674629735945,"40-50 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",32.7917912359017,"40-50 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",1199.11546754943,"40-50 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",0.175885504522141,"40-50 cm"
"130(G5)60-80",85.5573577635971,"60-80 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",NA,NA,NA,NA,NA,1335.41442343358,"60-80 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",NA,"60-80 cm"
"130(G5)80-100",93.2249673570742,"80-100 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",16.2564274415099,"80-100 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",602.246323872668,"80-100 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",0.150726843427927,"80-100 cm"
"382(A2)0-5",779.319353632548,"0-5 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",207.764523506517,"0-5 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",379.690955252477,"0-5 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",1.32660155843447,"0-5 cm"
"382(A2)5-10",830.040324738652,"5-10 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",318.108040436176,"5-10 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",321.916307764384,"5-10 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",1.29688866848945,"5-10 cm"
"382(A2)20-30",548.675794648735,"20-30 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",140.293642425111,"20-30 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",564.278904010591,"20-30 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",0.778735699289422,"20-30 cm"
